funnel_id,leads_id,stage_id,TimeStamp,reason
416,118,101,2020-12-31 11:02:10.000000 UTC,
425,119,101,2020-12-31 15:51:38.000000 UTC,
426,120,101,2020-12-31 16:03:13.000000 UTC,
430,121,101,2020-12-31 17:35:16.000000 UTC,
432,122,101,2021-01-01 09:26:58.000000 UTC,
437,123,101,2021-01-01 10:31:07.000000 UTC,
438,124,101,2021-01-01 10:36:32.000000 UTC,
439,125,101,2021-01-01 10:38:28.000000 UTC,
441,126,101,2021-01-01 11:00:01.000000 UTC,
446,127,101,2021-01-01 12:59:10.000000 UTC,
449,128,101,2021-01-01 14:26:03.000000 UTC,
450,129,101,2021-01-01 14:36:35.000000 UTC,
452,130,101,2021-01-01 15:29:05.000000 UTC,
457,131,101,2021-01-01 16:34:26.000000 UTC,
460,132,101,2021-01-01 17:50:03.000000 UTC,
470,133,101,2021-01-04 10:59:09.000000 UTC,
472,134,101,2021-01-04 11:41:23.000000 UTC,
474,135,101,2021-01-04 11:59:44.000000 UTC,
482,136,101,2021-01-04 13:48:33.000000 UTC,
484,137,101,2021-01-04 14:05:37.000000 UTC,
486,138,101,2021-01-04 14:25:42.000000 UTC,
489,139,101,2021-01-04 14:48:14.000000 UTC,
492,140,101,2021-01-04 15:20:07.000000 UTC,
493,141,101,2021-01-04 15:23:00.000000 UTC,
495,142,101,2021-01-04 15:40:53.000000 UTC,
496,143,101,2021-01-04 15:41:27.000000 UTC,
499,144,101,2021-01-04 16:57:24.000000 UTC,
507,145,101,2021-01-05 10:10:36.000000 UTC,
512,146,101,2021-01-05 10:43:37.000000 UTC,
522,147,101,2021-01-05 15:38:47.000000 UTC,
525,148,101,2021-01-05 16:37:16.000000 UTC,
527,149,101,2021-01-05 16:46:44.000000 UTC,
529,150,101,2021-01-05 17:20:31.000000 UTC,
531,151,101,2021-01-05 17:35:07.000000 UTC,
532,152,101,2021-01-05 17:45:33.000000 UTC,
533,153,101,2021-01-05 17:46:56.000000 UTC,
534,154,101,2021-01-06 09:02:54.000000 UTC,
537,155,101,2021-01-06 11:03:10.000000 UTC,
541,156,101,2021-01-06 12:19:31.000000 UTC,
542,157,101,2021-01-06 12:27:42.000000 UTC,
546,158,101,2021-01-06 13:29:57.000000 UTC,
547,159,101,2021-01-06 13:58:45.000000 UTC,
549,160,101,2021-01-06 14:26:11.000000 UTC,
554,161,101,2021-01-06 15:37:54.000000 UTC,
559,162,101,2021-01-06 17:42:46.000000 UTC,
561,163,101,2021-01-07 09:39:45.000000 UTC,
565,164,101,2021-01-07 10:39:02.000000 UTC,
566,165,101,2021-01-07 10:46:00.000000 UTC,
570,166,101,2021-01-07 11:17:59.000000 UTC,
571,167,101,2021-01-07 11:19:29.000000 UTC,
576,168,101,2021-01-07 14:32:24.000000 UTC,
577,169,101,2021-01-07 15:20:45.000000 UTC,
582,170,101,2021-01-07 17:11:04.000000 UTC,
583,171,101,2021-01-07 17:18:18.000000 UTC,
587,172,101,2021-01-08 09:10:33.000000 UTC,
591,173,101,2021-01-08 09:54:41.000000 UTC,
600,174,101,2021-01-08 11:29:19.000000 UTC,
604,175,101,2021-01-08 12:35:43.000000 UTC,
607,176,101,2021-01-08 13:21:20.000000 UTC,
614,177,101,2021-01-08 16:28:59.000000 UTC,
615,178,101,2021-01-08 16:30:09.000000 UTC,
619,179,101,2021-01-08 17:02:34.000000 UTC,
638,180,101,2021-01-11 10:49:51.000000 UTC,
668,181,101,2021-01-12 11:07:32.000000 UTC,
678,182,101,2021-01-12 14:55:34.000000 UTC,
699,183,101,2021-01-13 14:48:24.000000 UTC,
700,184,101,2021-01-13 15:58:58.000000 UTC,
704,185,101,2021-01-13 16:35:03.000000 UTC,
706,186,101,2021-01-13 16:46:07.000000 UTC,
717,187,101,2021-01-14 12:31:53.000000 UTC,
722,188,101,2021-01-14 14:21:06.000000 UTC,
731,189,101,2021-01-15 09:33:05.000000 UTC,
738,190,101,2021-01-15 12:31:59.000000 UTC,
743,191,101,2021-01-15 14:11:46.000000 UTC,
760,192,101,2021-01-18 10:29:42.000000 UTC,
774,193,101,2021-01-18 16:17:34.000000 UTC,
779,194,101,2021-01-19 09:05:10.000000 UTC,
796,195,101,2021-01-19 17:42:05.000000 UTC,
807,196,101,2021-01-20 12:42:08.000000 UTC,
831,197,101,2021-01-22 09:03:36.000000 UTC,
833,198,101,2021-01-22 09:49:37.000000 UTC,
837,199,101,2021-01-22 11:19:32.000000 UTC,
843,200,101,2021-01-22 16:51:32.000000 UTC,
844,201,101,2021-01-22 16:54:53.000000 UTC,
848,202,101,2021-01-25 09:10:36.000000 UTC,
850,203,101,2021-01-25 09:34:59.000000 UTC,
854,204,101,2021-01-25 10:48:00.000000 UTC,
856,205,101,2021-01-25 12:41:39.000000 UTC,
862,206,101,2021-01-25 17:12:32.000000 UTC,
863,207,101,2021-01-25 17:28:47.000000 UTC,
864,208,101,2021-01-25 17:33:34.000000 UTC,
865,209,101,2021-01-25 17:37:45.000000 UTC,
866,210,101,2021-01-26 09:05:52.000000 UTC,
867,211,101,2021-01-26 09:35:17.000000 UTC,
869,212,101,2021-01-26 10:25:47.000000 UTC,
870,213,101,2021-01-26 10:28:53.000000 UTC,
882,214,101,2021-01-27 10:07:01.000000 UTC,
885,215,101,2021-01-27 10:58:14.000000 UTC,
894,216,101,2021-01-28 12:22:16.000000 UTC,
896,217,101,2021-01-28 13:13:08.000000 UTC,
898,218,101,2021-01-28 16:41:04.000000 UTC,
902,219,101,2021-01-28 17:55:07.000000 UTC,
903,220,101,2021-01-29 09:00:36.000000 UTC,
904,221,101,2021-01-29 09:18:23.000000 UTC,
905,222,101,2021-01-29 10:25:04.000000 UTC,
908,223,101,2021-01-29 10:40:23.000000 UTC,
913,224,101,2021-01-29 12:54:10.000000 UTC,
914,225,101,2021-01-29 13:04:10.000000 UTC,
916,226,101,2021-01-29 13:31:28.000000 UTC,
918,227,101,2021-01-29 13:43:25.000000 UTC,
919,228,101,2021-01-29 14:29:23.000000 UTC,
925,229,101,2021-01-29 16:39:59.000000 UTC,
938,230,101,2021-02-01 10:44:05.000000 UTC,
940,231,101,2021-02-01 11:49:37.000000 UTC,
941,232,101,2021-02-01 11:50:23.000000 UTC,
950,233,101,2021-02-01 16:03:20.000000 UTC,
956,234,101,2021-02-01 17:01:34.000000 UTC,
958,235,101,2021-02-01 17:50:44.000000 UTC,
964,236,101,2021-02-02 09:55:01.000000 UTC,
966,237,101,2021-02-02 10:40:46.000000 UTC,
971,238,101,2021-02-02 13:52:41.000000 UTC,
972,239,101,2021-02-02 15:33:02.000000 UTC,
975,240,101,2021-02-02 16:50:29.000000 UTC,
976,241,101,2021-02-02 17:36:19.000000 UTC,
978,242,101,2021-02-03 11:30:58.000000 UTC,
980,243,101,2021-02-03 11:47:15.000000 UTC,
983,244,101,2021-02-03 14:36:48.000000 UTC,
987,245,101,2021-02-03 16:18:24.000000 UTC,
989,246,101,2021-02-03 16:37:05.000000 UTC,
990,247,101,2021-02-03 16:59:26.000000 UTC,
992,248,101,2021-02-04 09:08:19.000000 UTC,
994,249,101,2021-02-04 09:26:09.000000 UTC,
998,250,101,2021-02-04 12:45:15.000000 UTC,
999,251,101,2021-02-04 12:49:06.000000 UTC,
1002,252,101,2021-02-04 16:10:24.000000 UTC,
1003,253,101,2021-02-04 16:21:47.000000 UTC,
1004,254,101,2021-02-04 16:46:48.000000 UTC,
1011,255,101,2021-02-05 10:27:52.000000 UTC,
1013,256,101,2021-02-05 10:40:32.000000 UTC,
1016,257,101,2021-02-05 11:12:36.000000 UTC,
1018,258,101,2021-02-05 11:42:34.000000 UTC,
1033,259,101,2021-02-05 16:28:07.000000 UTC,
1035,260,101,2021-02-05 17:01:12.000000 UTC,
1042,261,101,2021-02-08 09:39:03.000000 UTC,
1056,262,101,2021-02-08 14:25:53.000000 UTC,
1073,263,101,2021-02-09 09:04:20.000000 UTC,
1079,264,101,2021-02-09 10:33:15.000000 UTC,
1085,265,101,2021-02-09 15:02:34.000000 UTC,
1086,266,101,2021-02-09 15:14:14.000000 UTC,
1103,267,101,2021-02-10 15:38:37.000000 UTC,
1114,268,101,2021-02-11 09:10:27.000000 UTC,
1115,269,101,2021-02-11 09:25:28.000000 UTC,
1129,270,101,2021-02-12 09:30:30.000000 UTC,
1130,271,101,2021-02-12 10:16:58.000000 UTC,
1170,272,101,2021-02-15 17:22:38.000000 UTC,
1175,273,101,2021-02-16 09:58:19.000000 UTC,
1177,274,101,2021-02-16 10:11:24.000000 UTC,
1181,275,101,2021-02-16 14:50:33.000000 UTC,
1196,276,101,2021-02-17 12:51:59.000000 UTC,
1209,277,101,2021-02-18 11:23:06.000000 UTC,
1213,278,101,2021-02-18 16:54:22.000000 UTC,
1216,279,101,2021-02-19 09:04:34.000000 UTC,
1217,280,101,2021-02-19 09:20:52.000000 UTC,
1224,281,101,2021-02-19 12:43:51.000000 UTC,
1232,282,101,2021-02-19 17:44:06.000000 UTC,
1237,283,101,2021-02-22 09:24:43.000000 UTC,
1243,284,101,2021-02-22 12:51:34.000000 UTC,
1245,285,101,2021-02-22 16:00:20.000000 UTC,
1247,286,101,2021-02-22 16:51:18.000000 UTC,
1251,287,101,2021-02-23 09:23:03.000000 UTC,
1252,288,101,2021-02-23 09:54:39.000000 UTC,
1254,289,101,2021-02-23 10:02:45.000000 UTC,
1258,290,101,2021-02-23 14:27:36.000000 UTC,
1261,291,101,2021-02-23 16:37:29.000000 UTC,
1268,292,101,2021-02-23 17:55:09.000000 UTC,
1274,293,101,2021-02-24 17:53:42.000000 UTC,
1275,294,101,2021-02-25 10:00:48.000000 UTC,
1278,295,101,2021-02-25 10:16:30.000000 UTC,
1283,296,101,2021-02-25 14:22:50.000000 UTC,
1284,297,101,2021-02-25 15:01:21.000000 UTC,
1290,298,101,2021-02-26 09:11:11.000000 UTC,
1291,299,101,2021-02-26 09:17:05.000000 UTC,
1293,300,101,2021-02-26 09:34:14.000000 UTC,
1295,301,101,2021-02-26 09:58:07.000000 UTC,
1297,302,101,2021-02-26 10:17:21.000000 UTC,
1299,303,101,2021-02-26 10:45:45.000000 UTC,
1301,304,101,2021-02-26 10:53:02.000000 UTC,
1305,305,101,2021-02-26 12:50:37.000000 UTC,
1311,306,101,2021-02-26 16:10:52.000000 UTC,
1312,307,101,2021-02-26 16:11:33.000000 UTC,
1314,308,101,2021-02-26 16:25:28.000000 UTC,
1317,309,101,2021-03-01 09:58:00.000000 UTC,
1322,310,101,2021-03-01 11:15:07.000000 UTC,
1328,311,101,2021-03-01 14:31:25.000000 UTC,
1329,312,101,2021-03-01 15:05:15.000000 UTC,
1330,313,101,2021-03-01 15:10:30.000000 UTC,
1331,314,101,2021-03-01 15:34:36.000000 UTC,
1333,315,101,2021-03-01 16:12:25.000000 UTC,
1339,316,101,2021-03-01 17:00:45.000000 UTC,
1341,317,101,2021-03-01 17:48:47.000000 UTC,
1342,318,101,2021-03-02 09:21:16.000000 UTC,
1344,319,101,2021-03-02 09:29:01.000000 UTC,
1345,320,101,2021-03-02 09:44:47.000000 UTC,
1351,321,101,2021-03-02 13:18:53.000000 UTC,
1352,322,101,2021-03-02 13:29:50.000000 UTC,
1360,323,101,2021-03-02 16:07:29.000000 UTC,
1366,324,101,2021-03-02 17:29:29.000000 UTC,
1369,325,101,2021-03-03 09:23:05.000000 UTC,
1370,326,101,2021-03-03 09:34:13.000000 UTC,
1374,327,101,2021-03-03 13:41:14.000000 UTC,
1375,328,101,2021-03-03 14:50:06.000000 UTC,
1377,329,101,2021-03-03 16:06:55.000000 UTC,
1378,330,101,2021-03-03 16:32:57.000000 UTC,
1383,331,101,2021-03-03 17:20:36.000000 UTC,
1384,332,101,2021-03-03 17:37:18.000000 UTC,
1388,333,101,2021-03-04 09:42:48.000000 UTC,
1389,334,101,2021-03-04 10:39:55.000000 UTC,
1390,335,101,2021-03-04 10:48:53.000000 UTC,
1391,336,101,2021-03-04 11:22:19.000000 UTC,
1393,337,101,2021-03-04 14:39:00.000000 UTC,
1394,338,101,2021-03-04 14:57:01.000000 UTC,
1395,339,101,2021-03-04 17:50:31.000000 UTC,
1399,340,101,2021-03-05 09:18:25.000000 UTC,
1400,341,101,2021-03-05 09:27:29.000000 UTC,
1405,342,101,2021-03-05 10:18:56.000000 UTC,
1408,343,101,2021-03-05 10:27:32.000000 UTC,
1409,344,101,2021-03-05 10:29:16.000000 UTC,
1411,345,101,2021-03-05 10:59:16.000000 UTC,
1412,346,101,2021-03-05 10:59:23.000000 UTC,
1416,347,101,2021-03-05 12:30:54.000000 UTC,
1426,348,101,2021-03-05 17:23:53.000000 UTC,
1429,349,101,2021-03-08 09:11:34.000000 UTC,
1436,350,101,2021-03-08 10:39:52.000000 UTC,
1439,351,101,2021-03-08 10:59:34.000000 UTC,
1442,352,101,2021-03-08 11:10:15.000000 UTC,
1449,353,101,2021-03-08 13:01:51.000000 UTC,
1454,354,101,2021-03-08 13:50:06.000000 UTC,
1459,355,101,2021-03-08 15:33:28.000000 UTC,
1460,356,101,2021-03-08 16:05:59.000000 UTC,
1465,357,101,2021-03-08 16:45:07.000000 UTC,
1469,358,101,2021-03-08 17:17:20.000000 UTC,
1473,359,101,2021-03-08 17:44:31.000000 UTC,
1486,360,101,2021-03-09 12:27:35.000000 UTC,
1491,361,101,2021-03-09 13:27:53.000000 UTC,
1501,362,101,2021-03-09 17:01:18.000000 UTC,
1506,363,101,2021-03-09 17:34:53.000000 UTC,
1507,364,101,2021-03-09 17:40:38.000000 UTC,
1508,365,101,2021-03-09 17:46:56.000000 UTC,
1514,366,101,2021-03-10 09:40:29.000000 UTC,
1518,367,101,2021-03-10 10:14:46.000000 UTC,
1519,368,101,2021-03-10 10:27:26.000000 UTC,
1525,369,101,2021-03-10 16:36:54.000000 UTC,
1532,370,101,2021-03-11 09:45:55.000000 UTC,
1535,371,101,2021-03-11 10:19:11.000000 UTC,
1546,372,101,2021-03-11 13:17:13.000000 UTC,
1548,373,101,2021-03-11 13:59:08.000000 UTC,
1551,374,101,2021-03-11 15:47:38.000000 UTC,
1556,375,101,2021-03-12 09:00:00.000000 UTC,
1579,376,101,2021-03-12 16:20:13.000000 UTC,
1588,377,101,2021-03-12 17:47:17.000000 UTC,
1612,378,101,2021-03-15 14:24:23.000000 UTC,
1626,379,101,2021-03-16 10:33:37.000000 UTC,
1665,380,101,2021-03-18 10:18:23.000000 UTC,
1666,381,101,2021-03-18 10:29:23.000000 UTC,
1673,382,101,2021-03-18 16:32:18.000000 UTC,
1678,383,101,2021-03-19 09:08:29.000000 UTC,
1682,384,101,2021-03-19 10:41:39.000000 UTC,
1683,385,101,2021-03-19 10:45:52.000000 UTC,
1686,386,101,2021-03-19 11:29:30.000000 UTC,
1687,387,101,2021-03-19 11:34:13.000000 UTC,
1693,388,101,2021-03-19 14:06:34.000000 UTC,
1703,389,101,2021-03-19 16:17:53.000000 UTC,
1705,390,101,2021-03-19 17:10:29.000000 UTC,
1710,391,101,2021-03-22 09:49:35.000000 UTC,
1718,392,101,2021-03-22 12:39:14.000000 UTC,
1727,393,101,2021-03-23 09:19:08.000000 UTC,
1736,394,101,2021-03-23 12:20:11.000000 UTC,
1741,395,101,2021-03-23 14:37:39.000000 UTC,
1756,396,101,2021-03-24 12:18:46.000000 UTC,
1764,397,101,2021-03-24 17:02:39.000000 UTC,
1765,398,101,2021-03-24 17:40:11.000000 UTC,
1770,399,101,2021-03-25 09:22:46.000000 UTC,
1771,400,101,2021-03-25 09:58:33.000000 UTC,
1774,401,101,2021-03-25 10:24:53.000000 UTC,
1775,402,101,2021-03-25 12:55:16.000000 UTC,
1776,403,101,2021-03-25 13:02:51.000000 UTC,
1777,404,101,2021-03-25 13:25:46.000000 UTC,
1783,405,101,2021-03-25 16:25:44.000000 UTC,
1784,406,101,2021-03-25 16:32:34.000000 UTC,
1789,407,101,2021-03-26 09:21:27.000000 UTC,
1796,408,101,2021-03-26 11:09:28.000000 UTC,
1798,409,101,2021-03-26 12:19:22.000000 UTC,
1799,410,101,2021-03-26 12:27:30.000000 UTC,
1805,411,101,2021-03-26 16:04:42.000000 UTC,
1809,412,101,2021-03-26 17:21:32.000000 UTC,
1810,413,101,2021-03-26 17:38:50.000000 UTC,
1812,414,101,2021-03-26 17:51:37.000000 UTC,
1817,415,101,2021-03-29 09:58:20.000000 UTC,
1834,416,101,2021-03-29 16:56:00.000000 UTC,
1835,417,101,2021-03-29 17:20:47.000000 UTC,
1837,418,101,2021-03-29 17:36:51.000000 UTC,
1839,419,101,2021-03-29 17:45:14.000000 UTC,
1840,420,101,2021-03-30 09:29:16.000000 UTC,
1841,421,101,2021-03-30 09:34:41.000000 UTC,
1845,422,101,2021-03-30 10:11:21.000000 UTC,
1849,423,101,2021-03-30 14:51:51.000000 UTC,
1850,424,101,2021-03-30 14:54:00.000000 UTC,
1851,425,101,2021-03-30 15:10:12.000000 UTC,
1853,426,101,2021-03-30 15:43:42.000000 UTC,
1854,427,101,2021-03-30 16:08:30.000000 UTC,
1861,428,101,2021-03-31 09:21:36.000000 UTC,
1869,429,101,2021-03-31 16:05:30.000000 UTC,
1870,430,101,2021-03-31 17:10:59.000000 UTC,
1871,431,101,2021-04-01 09:02:49.000000 UTC,
1875,432,101,2021-04-01 10:12:41.000000 UTC,
1877,433,101,2021-04-01 11:13:41.000000 UTC,
1881,434,101,2021-04-01 12:09:10.000000 UTC,
1887,435,101,2021-04-01 14:39:23.000000 UTC,
1888,436,101,2021-04-01 15:38:48.000000 UTC,
1889,437,101,2021-04-01 15:39:02.000000 UTC,
1890,438,101,2021-04-01 16:07:59.000000 UTC,
1891,439,101,2021-04-01 16:11:55.000000 UTC,
1892,440,101,2021-04-01 16:34:05.000000 UTC,
1893,442,101,2021-04-01 17:23:09.000000 UTC,
1894,441,101,2021-04-01 17:23:09.000000 UTC,
1896,443,101,2021-04-02 09:17:28.000000 UTC,
1903,444,101,2021-04-02 10:03:20.000000 UTC,
1904,445,101,2021-04-02 10:10:18.000000 UTC,
1906,446,101,2021-04-02 10:30:34.000000 UTC,
1911,447,101,2021-04-02 12:42:47.000000 UTC,
1918,448,101,2021-04-02 13:47:32.000000 UTC,
1919,449,101,2021-04-02 14:07:06.000000 UTC,
1921,450,101,2021-04-02 14:46:08.000000 UTC,
1924,451,101,2021-04-02 16:02:45.000000 UTC,
1930,452,101,2021-04-02 17:51:28.000000 UTC,
1942,453,101,2021-04-05 10:59:29.000000 UTC,
1943,454,101,2021-04-05 11:06:10.000000 UTC,
1946,455,101,2021-04-05 11:29:17.000000 UTC,
1948,456,101,2021-04-05 11:37:46.000000 UTC,
1955,457,101,2021-04-05 14:04:58.000000 UTC,
1958,458,101,2021-04-05 14:54:04.000000 UTC,
1963,459,101,2021-04-05 17:27:21.000000 UTC,
1965,460,101,2021-04-05 17:32:09.000000 UTC,
1972,461,101,2021-04-06 09:42:54.000000 UTC,
1976,462,101,2021-04-06 10:44:11.000000 UTC,
1982,463,101,2021-04-06 12:45:33.000000 UTC,
1992,464,101,2021-04-06 17:16:04.000000 UTC,
1996,465,101,2021-04-07 09:08:34.000000 UTC,
2000,466,101,2021-04-07 10:10:34.000000 UTC,
2012,467,101,2021-04-07 16:08:21.000000 UTC,
2015,468,101,2021-04-07 16:42:42.000000 UTC,
2016,469,101,2021-04-07 17:22:26.000000 UTC,
2017,470,101,2021-04-07 17:25:40.000000 UTC,
2018,471,101,2021-04-08 09:02:17.000000 UTC,
2020,472,101,2021-04-08 09:50:13.000000 UTC,
2023,473,101,2021-04-08 10:43:05.000000 UTC,
2024,474,101,2021-04-08 11:03:05.000000 UTC,
2025,475,101,2021-04-08 11:27:59.000000 UTC,
2027,476,101,2021-04-08 12:01:56.000000 UTC,
2033,477,101,2021-04-08 15:33:44.000000 UTC,
2034,478,101,2021-04-08 15:43:13.000000 UTC,
2043,479,101,2021-04-08 17:53:41.000000 UTC,
2044,480,101,2021-04-09 09:00:51.000000 UTC,
2047,481,101,2021-04-09 09:22:47.000000 UTC,
2049,482,101,2021-04-09 09:41:17.000000 UTC,
2053,483,101,2021-04-09 10:55:18.000000 UTC,
2055,484,101,2021-04-09 11:46:54.000000 UTC,
2063,485,101,2021-04-09 15:01:04.000000 UTC,
2067,486,101,2021-04-09 15:40:23.000000 UTC,
2071,487,101,2021-04-09 16:09:02.000000 UTC,
2082,488,101,2021-04-12 09:30:08.000000 UTC,
2112,489,101,2021-04-12 16:51:25.000000 UTC,
2116,490,101,2021-04-13 09:14:59.000000 UTC,
2117,491,101,2021-04-13 09:16:11.000000 UTC,
2164,492,101,2021-04-15 09:57:58.000000 UTC,
2175,493,101,2021-04-15 13:33:21.000000 UTC,
2183,494,101,2021-04-15 16:05:42.000000 UTC,
2186,495,101,2021-04-15 16:29:31.000000 UTC,
2204,496,101,2021-04-19 09:09:48.000000 UTC,
2212,497,101,2021-04-19 10:36:34.000000 UTC,
2213,498,101,2021-04-19 10:39:00.000000 UTC,
2226,499,101,2021-04-19 16:56:16.000000 UTC,
2234,500,101,2021-04-20 10:19:49.000000 UTC,
2235,501,101,2021-04-20 11:00:39.000000 UTC,
2253,502,101,2021-04-21 12:15:11.000000 UTC,
2257,503,101,2021-04-21 16:21:34.000000 UTC,
2265,504,101,2021-04-22 10:54:02.000000 UTC,
2269,505,101,2021-04-22 11:56:13.000000 UTC,
2272,506,101,2021-04-22 14:40:01.000000 UTC,
2276,507,101,2021-04-22 16:24:29.000000 UTC,
